,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
300,SFO,"San Francisco, CA: San Francisco International",14038.0,4690.0,684.48,59.28,2783.49,1.65,1161.0900000000001,372.0,50.0,385222.0,71554.0,6677.0,207350.0,37.0,99604.0
301,SGF,"Springfield, MO: Springfield-Branson National",724.0,130.0,41.68,7.119999999999999,32.49,0.0,48.720000000000006,3.0,3.0,9151.0,3241.0,713.0,1109.0,0.0,4088.0
302,SGU,"St. George, UT: St George Regional",317.0,59.0,18.31,1.23,16.27,0.0,23.2,0.0,2.0,4123.0,1819.0,110.0,543.0,0.0,1651.0
303,SHD,"Staunton, VA: Shenandoah Valley Regional",88.0,23.0,8.21,0.0,1.33,0.0,13.46,5.0,0.0,2999.0,1684.0,0.0,112.0,0.0,1203.0
304,SHV,"Shreveport, LA: Shreveport Regional",592.0,99.0,35.53,2.37,26.03,0.0,35.03,7.0,1.0,5996.0,2436.0,100.0,742.0,0.0,2718.0
305,SIT,"Sitka, AK: Sitka Rocky Gutierrez",89.0,15.0,7.16,0.0,0.39,0.0,7.45,2.0,1.0,745.0,407.0,0.0,11.0,0.0,327.0
306,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",5213.0,1013.0,307.95,6.15,216.32999999999998,2.39,480.2,42.0,4.0,50594.0,17667.0,324.0,6856.0,43.0,25704.0
307,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",164.0,21.0,5.22,2.5,2.8,0.0,10.48,0.0,0.0,1096.0,279.0,92.0,102.0,0.0,623.0
308,SJU,"San Juan, PR: Luis Munoz Marin International",2598.0,697.0,324.76,8.01,174.75,1.3800000000000001,188.13,5.0,2.0,43015.0,18655.0,541.0,8276.0,61.0,15482.0
309,SLC,"Salt Lake City, UT: Salt Lake City International",10121.0,1701.0,546.88,67.75999999999999,405.31,3.84,677.23,58.0,41.0,120368.0,44331.0,8813.0,15785.0,176.0,51263.0
310,SLN,"Salina, KS: Salina Regional",81.0,6.0,1.73,0.0,1.39,0.0,2.88,1.0,0.0,544.0,139.0,0.0,71.0,0.0,334.0
311,SMF,"Sacramento, CA: Sacramento International",4492.0,919.0,297.4,13.27,153.36,1.79,453.17,43.0,1.0,47442.0,16685.0,860.0,5260.0,33.0,24604.0
312,SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",16.0,2.0,0.0,0.0,1.91,0.0,0.09,0.0,0.0,53.0,0.0,0.0,51.0,0.0,2.0
313,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",3410.0,678.0,230.2,13.93,160.51,0.94,272.42,36.0,20.0,35267.0,12613.0,1271.0,5176.0,17.0,16190.0
314,SPI,"Springfield, IL: Abraham Lincoln Capital",180.0,36.0,11.760000000000002,2.74,9.83,0.0,11.66,5.0,1.0,4695.0,3115.0,137.0,528.0,0.0,915.0
315,SPN,"Saipan, TT: Francisco C. Ada Saipan International",44.0,5.0,3.67,0.0,0.65,0.0,0.68,0.0,0.0,174.0,124.0,0.0,22.0,0.0,28.0
316,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",102.0,9.0,3.3,0.99,0.23,0.0,4.48,2.0,1.0,527.0,173.0,84.0,19.0,0.0,251.0
317,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",1000.0,222.0,64.8,6.01,74.87,0.0,76.34,0.0,0.0,16535.0,5245.0,671.0,3221.0,0.0,7398.0
318,STC,"St. Cloud, MN: St. Cloud Regional",10.0,2.0,0.78,0.0,0.67,0.0,0.54,0.0,0.0,58.0,18.0,0.0,21.0,0.0,19.0
319,STL,"St. Louis, MO: St Louis Lambert International",5672.0,1057.0,368.44,12.33,207.18,1.64,467.36,68.0,13.0,57904.0,20775.0,918.0,8191.0,63.0,27957.0
320,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",260.0,57.0,16.23,1.1,26.72,0.0,12.94,15.0,5.0,4443.0,2400.0,160.0,792.0,0.0,1091.0
321,STT,"Charlotte Amalie, VI: Cyril E King",357.0,64.0,26.270000000000003,1.11,13.95,0.0,22.67,0.0,2.0,3612.0,1482.0,31.0,467.0,0.0,1632.0
322,STX,"Christiansted, VI: Henry E. Rohlsen",88.0,13.0,7.75,0.0,3.09,0.0,2.16,0.0,0.0,902.0,418.0,0.0,365.0,0.0,119.0
323,SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",136.0,23.0,7.59,2.0,8.8,0.0,4.62,4.0,42.0,1271.0,212.0,93.0,762.0,0.0,204.0
324,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",123.0,21.0,2.56,0.18,6.57,0.0,11.68,1.0,0.0,1104.0,132.0,23.0,262.0,0.0,687.0
325,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",150.0,43.0,21.04,2.9,5.26,0.0,13.809999999999999,3.0,1.0,2752.0,1566.0,165.0,245.0,0.0,776.0
326,SWO,"Stillwater, OK: Stillwater Regional",68.0,8.0,3.49,0.0,0.36,0.0,4.16,0.0,0.0,313.0,167.0,0.0,14.0,0.0,132.0
327,SYR,"Syracuse, NY: Syracuse Hancock International",1132.0,241.0,81.69,7.640000000000001,54.58,0.0,97.07,23.0,7.0,17180.0,5786.0,807.0,2828.0,0.0,7759.0
328,TLH,"Tallahassee, FL: Tallahassee International",597.0,114.0,37.8,3.1000000000000005,25.84,0.31,46.97,3.0,3.0,7359.0,2097.0,539.0,772.0,5.0,3946.0
329,TOL,"Toledo, OH: Toledo Express",165.0,40.0,7.0600000000000005,0.64,5.13,0.0,27.17,0.0,0.0,2100.0,304.0,82.0,240.0,0.0,1474.0
330,TPA,"Tampa, FL: Tampa International",7258.0,1418.0,539.97,31.11,347.08,4.15,495.69,29.0,19.0,83366.0,31710.0,2527.0,15184.0,451.0,33494.0
331,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",258.0,33.0,11.3,2.9299999999999997,5.7,0.0,13.07,0.0,0.0,2342.0,651.0,365.0,169.0,0.0,1157.0
332,TTN,"Trenton, NJ: Trenton Mercer",282.0,83.0,26.12,1.09,22.43,0.0,33.36,5.0,1.0,5638.0,1675.0,23.0,1165.0,0.0,2775.0
333,TUL,"Tulsa, OK: Tulsa International",1321.0,236.0,100.53,8.34,33.4,0.0,93.74000000000001,2.0,1.0,12286.0,5128.0,390.0,1168.0,0.0,5600.0
334,TUS,"Tucson, AZ: Tucson International",1779.0,411.0,153.15,7.859999999999999,70.12,1.5,178.38,10.0,0.0,24944.0,9448.0,626.0,2938.0,88.0,11844.0
335,TVC,"Traverse City, MI: Cherry Capital",306.0,49.0,16.36,3.81,7.949999999999999,0.23,20.650000000000002,10.0,4.0,2516.0,771.0,348.0,332.0,7.0,1058.0
336,TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",89.0,19.0,6.58,5.48,1.74,0.0,5.2,1.0,2.0,2922.0,377.0,1970.0,59.0,0.0,516.0
337,TXK,"Texarkana, AR: Texarkana Regional-Webb Field",90.0,9.0,4.42,0.09,0.29,0.0,4.2,3.0,0.0,584.0,352.0,2.0,11.0,0.0,219.0
338,TYR,"Tyler, TX: Tyler Pounds Regional",154.0,22.0,7.62,3.09,1.0,0.0,10.28,2.0,1.0,1538.0,697.0,194.0,37.0,0.0,610.0
339,TYS,"Knoxville, TN: McGhee Tyson",1465.0,289.0,84.38,7.32,72.92,1.34,123.03999999999999,10.0,3.0,17607.0,5496.0,670.0,2705.0,68.0,8668.0
340,UIN,"Quincy, IL: Quincy Regional-Baldwin Field",54.0,15.0,6.28,0.21,1.85,0.0,6.66,1.0,0.0,1418.0,875.0,20.0,137.0,0.0,386.0
341,USA,"Concord, NC: Concord Padgett Regional",129.0,54.0,10.24,0.04,13.36,0.37,29.99,0.0,0.0,4537.0,2041.0,6.0,654.0,31.0,1805.0
342,VEL,"Vernal, UT: Vernal Regional",54.0,4.0,1.11,0.0,0.07,0.0,2.82,3.0,0.0,577.0,143.0,0.0,10.0,0.0,424.0
343,VLD,"Valdosta, GA: Valdosta Regional",89.0,13.0,4.99,1.0,2.59,0.0,4.43,1.0,0.0,732.0,336.0,152.0,69.0,0.0,175.0
344,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",587.0,99.0,33.0,3.48,21.5,0.84,40.18,4.0,1.0,6382.0,2334.0,94.0,846.0,82.0,3026.0
345,WRG,"Wrangell, AK: Wrangell Airport",60.0,16.0,4.53,0.6,5.63,0.0,5.24,1.0,1.0,646.0,181.0,9.0,154.0,0.0,302.0
346,XNA,"Fayetteville, AR: Northwest Arkansas Regional",1137.0,206.0,58.37,7.58,57.31,0.0,82.75,8.0,7.0,13312.0,4149.0,1070.0,2378.0,0.0,5715.0
347,XWA,"Williston, ND: Williston Basin International",79.0,17.0,5.76,0.35,2.76,0.79,7.35,1.0,5.0,1701.0,519.0,37.0,98.0,15.0,1032.0
348,YAK,"Yakutat, AK: Yakutat Airport",60.0,12.0,1.0,0.89,1.58,0.0,8.52,2.0,1.0,767.0,28.0,51.0,55.0,0.0,633.0
349,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",205.0,38.0,8.78,0.0,8.22,0.0,21.0,0.0,0.0,2133.0,549.0,0.0,230.0,0.0,1354.0
